Date	Preci	MinT	MaxT
1998-07-12	0	27.08	37.27
1998-07-13	0	26.79	37.59
1998-07-14	2.1	25.42	36.4
1998-07-15	0.4	26.15	35.75
1998-07-16	0.3	25.22	36.39
1998-07-17	4.6	25.18	35.81
1998-07-18	7.1	24.69	35.87
1998-07-19	25.9	23.8	34.12
1998-07-20	10.9	24.34	32.35
1998-07-21	8.8	24.95	33.89
1998-07-22	0	26.12	35.22
1998-07-23	0	26.42	34.56
1998-07-24	0	26.29	35.38
1998-07-25	0	25.83	34.28
1998-07-26	0	25.8	35.53
1998-07-27	0	26.6	35.8
1998-07-28	0	26.07	34.39
1998-07-29	0	26.09	33.59
1998-07-30	0	25.74	35.07
1998-07-31	0	26.28	35.55
1998-08-01	1.2	26.32	35.83
1998-08-02	0	24.71	33.89
1998-08-03	0	25.95	34.05
1998-08-04	0	25.61	34.08
1998-08-05	0.1	25.36	35.33
1998-08-06	26.8	24.24	34.3
1998-08-07	0	26.21	32.35
1998-08-08	10.7	24.75	34.35
1998-08-09	1.4	25.7	33.23
1998-08-10	0.6	26.11	34.79
1998-08-11	0	26.03	34.64
1998-08-12	0	26.8	35.17
1998-08-13	0	26.65	35.82
1998-08-14	13.1	25.07	35.59
1998-08-15	35.7	23.7	35.1
1998-08-16	28.4	25.58	33.12
1998-08-17	0	25.66	33.09
1998-08-18	4.6	24.88	33.56
1998-08-19	0	25.22	33.41
1998-08-20	1.2	24.35	33.7
1998-08-21	22.9	24.09	33.52
1998-08-22	9.3	24.34	32.29
1998-08-23	25.1	24.16	32.32
1998-08-24	9.2	25.07	32.32
1998-08-25	12.1	25.31	33.13
1998-08-26	4.6	25.91	33.42
1998-08-27	0.2	25.57	33.86
1998-08-28	0	25.74	33.99
1998-08-29	0	25.62	34.01
1998-08-30	0	25.94	35.18
1998-08-31	0	26.16	35.08
1998-09-01	0	24.91	34.37
1998-09-02	26	24.5	34.26
1998-09-03	4.6	25.35	33.51
1998-09-04	0	25.01	32.57
1998-09-05	5.6	24.56	33.51
1998-09-06	13.8	24.78	33.39
1998-09-07	16.1	25.31	33.62
1998-09-08	4.6	26.04	33.61
1998-09-09	0	25.5	33.91
1998-09-10	0	25.41	34.53
1998-09-11	0	25.97	34.66
1998-09-12	0	25.46	34.87
1998-09-13	0	26.14	34.91
1998-09-14	1.6	26.18	35.15
1998-09-15	0	25.61	34.84
1998-09-16	0	25.81	35.47
1998-09-17	0	25.82	35.58
1998-09-18	0	25.42	35.36
1998-09-19	0	25.89	35.95
1998-09-20	0	25.52	36.06
1998-09-21	0	25.75	34.84
1998-09-22	0	25.98	35.19
1998-09-23	0	25.51	34.75
1998-09-24	8.6	23.71	33.91
1998-09-25	0.1	24.89	30.08
1998-09-26	0	24.31	31.04
1998-09-27	11.6	23.88	32.92
1998-09-28	2	24.53	30.91
1998-09-29	2	24.87	32.83
1998-09-30	7.8	24.25	32.32
1998-10-01	5.9	24.61	33.08
1998-10-02	0	24.83	32.72
1998-10-03	0.2	24.89	32.04
1998-10-04	3.7	24.72	32.99
1998-10-05	8.6	25.04	34.05
1998-10-06	1.4	25.04	32.55
1998-10-07	0	24.82	31.77
1998-10-08	14.7	24.25	32.7
1998-10-09	4.6	24.49	33.03
1998-10-10	4.6	25.1	32.4
1998-10-11	20.7	25.49	31.85
1998-10-12	0	25.21	32.01
1998-10-13	37.2	24.52	31.71
1998-10-14	6.9	25.3	31.06
1998-10-15	1.1	24.55	32.05
1998-10-16	0	25.25	32.66
1998-10-17	4.6	25.28	33.2
1998-10-18	0	25.21	33.74
1998-10-19	0	25.3	34.14
1998-10-20	0	25.41	34.35
1998-10-21	0	25.54	33.87
1998-10-22	0	25.22	33.48
1998-10-23	0	24.54	32.57
1998-10-24	0	24.56	32.55
1998-10-25	18.4	24.42	32.76
1998-10-26	0	25.02	33.09
1998-10-27	2	23.71	34.81
1998-10-28	0	23.87	32.99
1998-10-29	22.1	23.68	31.24
1998-10-30	9.6	23.66	33.48
1998-10-31	0	24.33	31.69
1998-11-01	22.3	24.67	33.02
1998-11-02	10.6	23.12	32.63
1998-11-03	47.7	23.41	27.69
1998-11-04	81	22.98	26.07
1998-11-05	93.1	23.44	26.8
1998-11-06	24.2	23.6	28.39
1998-11-07	1.5	24.14	29.77
1998-11-08	42	23.94	30.97
1998-11-09	36.3	23.57	29.75
1998-11-10	30.2	23.91	30.5
1998-11-11	11	23.27	30.39
1998-11-12	0	23.36	30.36
1998-11-13	0	24.14	31.69
1998-11-14	0	24.45	32.04
1998-11-15	24.6	23.36	32.07
1998-11-16	0	23.94	32.22
1998-11-17	0.9	24.48	33.21
1998-11-18	0	24.81	32.9
1998-11-19	5.8	24.52	32.71
1998-11-20	0.3	23.53	33.11
1998-11-21	0	23.73	32.14
1998-11-22	0	23.71	32.19
1998-11-23	1.9	23.12	31.05
1998-11-24	18.4	23.56	31.77
1998-11-25	0	23.84	31.92
1998-11-26	0	23.83	32.1
1998-11-27	0	23.73	31.79
1998-11-28	0	22.25	31.45
1998-11-29	0	22.72	31.44
1998-11-30	0	23.72	31.72
1998-12-01	6.4	24.1	31.51
1998-12-02	1.4	23.3	31.69
1998-12-03	0	22.59	31.14
1998-12-04	1.4	23.15	30.8
1998-12-05	6.2	23.4	27.7
1998-12-06	13.2	22.31	28.55
1998-12-07	3.2	22.8	27.53
1998-12-08	29	22.19	29.2
1998-12-09	49.8	22.82	27.07
1998-12-10	38.8	22.94	27.02
1998-12-11	10.4	23.43	28.6
1998-12-12	21.6	23.69	29.76
1998-12-13	22.8	22.83	30.61
1998-12-14	0.1	22.56	28.29
1998-12-15	14.3	22.33	27.6
1998-12-16	6.9	21.11	28.61
1998-12-17	0	21.35	29.45
1998-12-18	0.9	22.42	30.32
1998-12-19	0	22.18	28.45
1998-12-20	0	21.78	29.84
1998-12-21	0	20.64	29.77
1998-12-22	0	20.26	29.73
1998-12-23	0	20.76	29.96
1998-12-24	0	20.63	29.76
1998-12-25	0	20.06	29.68
1998-12-26	0	20.47	29.76
1998-12-27	0	22.25	29.59
1998-12-28	0	22.06	27.46
1998-12-29	0	21.55	28.05
1998-12-30	0	20.93	28.82
1998-12-31	0	21.12	28.28
1999-01-01	4.7	21.21	27.59
1999-01-02	0	21.12	27.19
1999-01-03	0	19.13	28.37
1999-01-04	0	20.04	29.27
1999-01-05	0	21.88	29.43
1999-01-06	0	21.66	28.26
1999-01-07	0	21.43	29.6
1999-01-08	0	21.8	30.73
1999-01-09	0	21.55	30.36
1999-01-10	0	22.65	30.47
1999-01-11	0	21.21	30.18
1999-01-12	0	20.28	29.72
1999-01-13	0	21.09	30.65
1999-01-14	0	22.28	30.33
1999-01-15	0.2	22.76	29.74
1999-01-16	0	21.41	29.61
1999-01-17	0	20.96	30.15
1999-01-18	0	20.49	30.12
1999-01-19	0	20.48	30.33
1999-01-20	0	20.32	30.33
1999-01-21	0	19.86	30.25
1999-01-22	0	19.41	29.38
1999-01-23	0	20.11	29.55
1999-01-24	0	19.91	29.98
1999-01-25	0	20.55	29.89
1999-01-26	0	19.46	29.61
1999-01-27	0	18.2	30.26
1999-01-28	0	18.98	31.06
1999-01-29	0	19.79	30.77
1999-01-30	0	18.56	30.69
1999-01-31	0	19.22	30.84
1999-02-01	0	19.36	30.79
1999-02-02	0	21.61	31.03
1999-02-03	0	22.2	31.39
1999-02-04	0	22.26	31.24
1999-02-05	0	23.09	31.96
1999-02-06	0	24.01	32.35
1999-02-07	0	23.58	31.5
1999-02-08	0	23.08	31.95
1999-02-09	0	22.36	31.61
1999-02-10	0	21.55	31.48
1999-02-11	0	21.71	31.57
1999-02-12	0	21.21	31.57
1999-02-13	0	22.37	31.98
1999-02-14	0	23.1	32.04
1999-02-15	0	23.17	32.3
1999-02-16	0	22.6	32.15
1999-02-17	0	23.37	32.2
1999-02-18	0	24	32.5
1999-02-19	0	24	32.41
1999-02-20	48.3	22.27	28.97
1999-02-21	19.4	22.35	29.09
1999-02-22	0	23.66	31.57
1999-02-23	0	23.63	32.21
1999-02-24	0	22.12	31.95
1999-02-25	0	21.56	32.26
1999-02-26	0	20.37	32.13
1999-02-27	0	21.84	31.95
1999-02-28	0	22.23	32.28
1999-03-01	0	23.12	32.55
1999-03-02	0	23.14	32.86
1999-03-03	0	22.77	33.16
1999-03-04	0	22.48	32.96
1999-03-05	0	22.32	33.35
1999-03-06	0	21.84	32.75
1999-03-07	0	19.93	32.81
1999-03-08	0	19.84	32.86
1999-03-09	0	19.89	32.89
1999-03-10	0	20	32.71
1999-03-11	0	20.18	32.76
1999-03-12	0	23.21	33.38
1999-03-13	0	24.93	33.67
1999-03-14	1.1	25.17	34.38
1999-03-15	0	25.3	34.49
1999-03-16	0	23.78	34.26
1999-03-17	0	24.13	33.89
1999-03-18	0	24.47	34.07
1999-03-19	0	24.35	34.57
1999-03-20	0	24.14	34.92
1999-03-21	0	24.56	34.75
1999-03-22	0	25.09	35.23
1999-03-23	0	25.94	35.39
1999-03-24	0	25.97	34.99
1999-03-25	0	25.53	35.28
1999-03-26	0	25.3	35.57
1999-03-27	0	25.22	35.04
1999-03-28	0	25.66	35.71
1999-03-29	0	26.1	36.41
1999-03-30	0	25.95	36.59
1999-03-31	0	24.2	35.4
1999-04-01	0	23.75	35.45
1999-04-02	0	23.3	35.21
1999-04-03	0	22.99	35.05
1999-04-04	0	25.18	34.96
1999-04-05	0	25.22	35.17
1999-04-06	5.6	24.53	35.16
1999-04-07	0	25.9	35.3
1999-04-08	0	26.03	35.27
1999-04-09	0	26.06	35.43
1999-04-10	0	26.52	36.64
1999-04-11	0	26.47	36.06
1999-04-12	0	26.73	36.58
1999-04-13	0	26.88	37.59
1999-04-14	0	26.45	37.87
1999-04-15	0	26.96	38.63
1999-04-16	0	27.28	38.6
1999-04-17	0	26.92	37.19
1999-04-18	0	26.34	35.86
1999-04-19	9.2	25.19	35.06
1999-04-20	0	25.63	35.9
1999-04-21	19.4	25.54	36.04
1999-04-22	35.5	20.33	31.73
1999-04-23	0.1	23.16	31.75
1999-04-24	0	25.65	32.95
1999-04-25	0	25.31	34.43
1999-04-26	0	26.12	34.65
1999-04-27	0	26.41	35.51
1999-04-28	0	26.27	35.83
1999-04-29	13.8	26.56	35.96
1999-04-30	0	27.04	35.98
1999-05-01	0	26.77	35.77
1999-05-02	0	26.74	36.24
1999-05-03	0	26.74	36.93
1999-05-04	7.4	23.98	36.86
1999-05-05	0	26.41	33.67
1999-05-06	12	24.18	32.84
1999-05-07	0	25.81	34.01
1999-05-08	0	25.93	34.71
1999-05-09	0	26	35.74
1999-05-10	0	26.78	36.1
1999-05-11	0	24.99	35.97
1999-05-12	0	26.51	35.63
1999-05-13	0	26.55	35.56
1999-05-14	0	26.35	35.85
1999-05-15	4.4	24.58	35.32
1999-05-16	0	26.07	33.55
1999-05-17	0	26.15	34.2
1999-05-18	0	26.76	35.39
1999-05-19	0	26.51	36.59
1999-05-20	0	26.16	36.9
1999-05-21	1	24.7	36.08
1999-05-22	1.7	25.99	35.76
1999-05-23	0	26.1	36.69
1999-05-24	0.5	25.49	36
1999-05-25	0.3	26.12	35.65
1999-05-26	0	26.69	34.98
1999-05-27	1.1	25.54	35.34
1999-05-28	1	26.16	35.24
1999-05-29	0	25.57	35.67
1999-05-30	0.6	26.18	35.3
1999-05-31	6.9	25.67	35.33
1999-06-01	0	26.26	35.95
1999-06-02	0	25.41	36.57
1999-06-03	0	25.9	35.75
1999-06-04	0	25.97	36.18
1999-06-05	0	25.78	35.94
1999-06-06	2.3	25.61	36.04
1999-06-07	2.8	25.93	35.45
1999-06-08	0	26.12	35.51
1999-06-09	0	26.34	35.64
1999-06-10	0	25.96	36.06
1999-06-11	0	25.88	35.79
1999-06-12	0	26.23	35.82
1999-06-13	0	25.78	34.96
1999-06-14	0	26.13	35.22
1999-06-15	7	25.73	35.71
1999-06-16	0	26.23	35.24
1999-06-17	0	25.87	34.7
1999-06-18	0	25.92	35.41
1999-06-19	0	26.31	35.65
1999-06-20	0	26.3	35.12
1999-06-21	0	26.17	35.7
1999-06-22	0	26.16	35.92
1999-06-23	0	25.95	36.5
1999-06-24	0	25.48	36
1999-06-25	0	25.22	36.24
1999-06-26	0	26.11	36.68
1999-06-27	0	26.58	36.22
1999-06-28	0	25.98	36.21
1999-06-29	0	25.98	36.92
1999-06-30	0	26.06	35.71
1999-07-01	4.6	26.26	37.06
1999-07-02	0	25.82	37.27
1999-07-03	0	25.29	37.07
1999-07-04	0.5	25.43	36.04
1999-07-05	0.4	25.89	35.74
1999-07-06	2.3	25.7	35.67
1999-07-07	0	25.97	35.68
1999-07-08	0	25.7	36.01
1999-07-09	0	24.93	35.16
1999-07-10	0	25.35	35.87
1999-07-11	0	26.2	36.41
1999-07-12	0	26.18	37.64
1999-07-13	9.5	24.88	35.74
1999-07-14	0	25.62	35.69
1999-07-15	0	26.13	33.54
1999-07-16	0	25.63	34.84
1999-07-17	0	25.92	34.49
1999-07-18	0	25.37	33.92
1999-07-19	0	25.7	33.99
1999-07-20	0	25.7	34.91
1999-07-21	0	26.24	35.03
1999-07-22	2.9	25.58	34.43
1999-07-23	0.7	26.04	34.3
1999-07-24	0	25.69	34.51
1999-07-25	0	26.57	35.26
1999-07-26	0	26.26	34.98
1999-07-27	0	26.26	35.33
1999-07-28	0	25.91	35.16
1999-07-29	0	25.81	35.41
1999-07-30	0	25.88	35.71
1999-07-31	0	25.97	35.69
1999-08-01	0	26.25	36.07
1999-08-02	0	25.92	34.87
1999-08-03	0	25.51	34.64
1999-08-04	6.1	25.94	35.19
1999-08-05	0	25.92	36.37
1999-08-06	0.4	25.52	35.68
1999-08-07	0	25.56	35.08
1999-08-08	9.2	25.46	35.73
1999-08-09	13.8	25.38	35.59
1999-08-10	0	26.03	35.27
1999-08-11	0	25.5	35.63
1999-08-12	2.3	25.62	35.95
1999-08-13	1	24.63	35.52
1999-08-14	0	25.32	35.44
1999-08-15	0	25.79	36.46
1999-08-16	0	25.28	36.19
1999-08-17	4.6	24.26	35.86
1999-08-18	0	24.92	33.45
1999-08-19	0	25.18	35.06
1999-08-20	23	24.93	34.94
1999-08-21	0	25.36	35.61
1999-08-22	0	24.87	33.89
1999-08-23	2.1	25.33	34.94
1999-08-24	0	25.47	35.62
1999-08-25	1.8	25.28	34.23
1999-08-26	0	24.48	33.75
1999-08-27	0	24.87	34.56
1999-08-28	0	25.11	33.76
1999-08-29	0	25.54	34.36
1999-08-30	0	25.53	34.3
1999-08-31	0	25.29	34.29
1999-09-01	0	25.32	35.42
1999-09-02	0	25.45	35.26
1999-09-03	0	25.38	35.24
1999-09-04	0.8	25.1	35.69
1999-09-05	0	25.77	35.8
1999-09-06	0	25.78	35.41
1999-09-07	0	25.35	35.78
1999-09-08	0	25.59	34.2
1999-09-09	0	25.33	36.52
1999-09-10	0	25.74	36.37
1999-09-11	0	26	35.82
1999-09-12	0	26.32	35.84
1999-09-13	0	26.25	35.4
1999-09-14	0	25.67	35.91
1999-09-15	0	26.12	35.42
1999-09-16	0	26.04	36.08
1999-09-17	0	26.01	36.09
1999-09-18	0	24.39	36.16
1999-09-19	0	25.91	34.94
1999-09-20	2.3	25.63	35.44
1999-09-21	1.4	25.11	35.17
1999-09-22	0	26.21	35.75
1999-09-23	0	25.87	34.4
1999-09-24	0	26.25	34.21
1999-09-25	0	26.1	34.38
1999-09-26	0	25.72	34.49
1999-09-27	12.7	25.01	35.04
1999-09-28	2.8	24.36	34.7
1999-09-29	11.5	23.77	31.1
1999-09-30	32.9	24.21	32.77
1999-10-01	0.4	24.81	32.03
1999-10-02	12.8	23.8	31.22
1999-10-03	12.1	24.1	31.77
1999-10-04	27.5	23.79	32.29
1999-10-05	56.2	23.23	31.76
1999-10-06	5.6	23.38	28.65
1999-10-07	12.5	24.68	31.19
1999-10-08	2.7	24.87	31.88
1999-10-09	4.6	24.75	31.97
1999-10-10	6.1	24.86	31.82
1999-10-11	0.4	25.22	31.97
1999-10-12	18.8	24.54	32.96
1999-10-13	23	25.08	33.12
1999-10-14	0.2	23.87	33.23
1999-10-15	42.5	23.38	31.82
1999-10-16	2.7	24.46	30.38
1999-10-17	5.2	23.96	30.98
1999-10-18	29.9	23.89	32.11
1999-10-19	2.5	25.15	33.34
1999-10-20	21.3	24.41	33.04
1999-10-21	58.6	24.08	31.77
1999-10-22	3.4	24.76	29.77
1999-10-23	24.2	23.87	30.33
1999-10-24	0	23.91	28.23
1999-10-25	23	24.25	31.04
1999-10-26	15	24.12	31.73
1999-10-27	10.1	24.74	32.3
1999-10-28	11	24.37	33.02
1999-10-29	21.5	24.15	33.14
1999-10-30	0	24.29	32.33
1999-10-31	0	23.86	32.98
1999-11-01	0	23.9	33.32
1999-11-02	0	24.77	33.93
1999-11-03	0	25.15	33.53
1999-11-04	14.7	23.31	33.13
1999-11-05	0	24.87	32.34
1999-11-06	5.6	23.09	33.15
1999-11-07	2.3	23.88	29.92
1999-11-08	0	23.16	30.32
1999-11-09	18.4	22.41	30.89
1999-11-10	0	22.76	31.21
1999-11-11	0	22.17	31.07
1999-11-12	0	22.21	31.12
1999-11-13	0	22.56	31.15
1999-11-14	0	22.8	30.7
1999-11-15	0	22.57	30.82
1999-11-16	0	22.28	30.99
1999-11-17	0	23.47	30.92
1999-11-18	6.7	23.14	30.67
1999-11-19	18.6	22.45	27.91
1999-11-20	14.9	22.58	27.81
1999-11-21	56.6	22.42	26.8
1999-11-22	46.9	23.08	26.36
1999-11-23	28.3	23.4	29.61
1999-11-24	12.9	22.72	29.29
1999-11-25	0	22.88	30.04
1999-11-26	0	23.1	30.13
1999-11-27	6.2	22.71	29.75
1999-11-28	36.4	23.26	30.35
1999-11-29	29.2	23.15	29.31
1999-11-30	24.5	22.89	28.47
1999-12-01	0.2	23.69	30.08
1999-12-02	25.8	22.6	29.92
1999-12-03	1.1	22.48	29.57
1999-12-04	0.2	21.57	29.14
1999-12-05	0	21.36	29.69
1999-12-06	0	21.88	30.06
1999-12-07	0	22.23	29.43
1999-12-08	0	22.11	30.1
1999-12-09	0	21.73	30.56
1999-12-10	0	20.88	30.27
1999-12-11	0	21.26	30.23
1999-12-12	0	22.6	30.18
1999-12-13	3.6	22.07	26.77
1999-12-14	2.2	21.94	27.75
1999-12-15	0	22.65	29.86
1999-12-16	0	21.82	30.09
1999-12-17	0	21.47	29.61
1999-12-18	0	21.77	29.63
1999-12-19	0	20.08	29.35
1999-12-20	0	19.93	29.52
1999-12-21	0	20.9	29.73
1999-12-22	0	21.05	29.25
1999-12-23	8.8	22.27	29.58
1999-12-24	9.2	20.85	28.92
1999-12-25	14.4	22.25	28.57
1999-12-26	4.6	21.28	29.4
1999-12-27	0	22.02	29.87
1999-12-28	0	21.52	30.08
1999-12-29	0	21.4	29.69
1999-12-30	0	20.87	29.87
1999-12-31	0	21.13	29.39
2000-01-01	0	21.36	29.05
2000-01-02	0	20.57	29.31
2000-01-03	0	23.06	29.86
2000-01-04	0	21.61	27.97
2000-01-05	0	21.53	29.51
2000-01-06	2.5	22.65	29.02
2000-01-07	18	22.54	28.45
2000-01-08	29	22.21	27.34
2000-01-09	7.4	22.09	27.96
2000-01-10	34.7	22.61	27.49
2000-01-11	22.3	23.18	28.35
2000-01-12	0	22.42	28.32
2000-01-13	0	22.12	29.69
2000-01-14	9.2	22.17	29.79
2000-01-15	16.1	23.03	30.34
2000-01-16	0	22.8	29.61
2000-01-17	0	22.17	30.18
2000-01-18	0	21.64	30.39
2000-01-19	0	21.18	30.2
2000-01-20	0	21.4	30.58
2000-01-21	0	20.09	30.38
2000-01-22	0	19.91	30.05
2000-01-23	0	19.31	29.89
2000-01-24	0	20.24	30.41
2000-01-25	0	21.9	30.58
2000-01-26	0	21.16	30.64
2000-01-27	0	21.84	30.4
2000-01-28	0	21.99	30.52
2000-01-29	0	22.73	30.28
2000-01-30	0	22.66	30.72
2000-01-31	0	21.29	31.05
2000-02-01	0	19.85	30.82
2000-02-02	0	20.72	30.29
2000-02-03	0	23.51	30.03
2000-02-04	7.5	23.36	30.34
2000-02-05	0	24.15	30.3
2000-02-06	0	24.01	30.97
2000-02-07	0	24.28	31.5
2000-02-08	0	25.07	31.66
2000-02-09	0	23.92	31.7
2000-02-10	0	23.96	31.58
2000-02-11	0	23.48	31.77
2000-02-12	0	23.63	31.55
2000-02-13	0	23.6	31.76
2000-02-14	0	22.38	31.79
2000-02-15	0	22.91	31.56
2000-02-16	0	22.51	31.67
2000-02-17	0	21.91	31.57
2000-02-18	0	21.73	31.36
2000-02-19	0	23.38	32.39
2000-02-20	0	23.99	32.55
2000-02-21	0	24.4	32.48
2000-02-22	0.5	24.53	32.65
2000-02-23	0	24.55	32.58
2000-02-24	6.2	23.97	32.22
2000-02-25	9.3	22.98	29.07
2000-02-26	0	24.69	30.36
2000-02-27	2.5	24.21	31.5
2000-02-28	20.5	23.73	29.98
2000-02-29	2.3	24.12	30.17
2000-03-01	0	22.19	31.26
2000-03-02	0	21.24	31.49
2000-03-03	0	22.09	31.66
2000-03-04	0	21.66	31.87
2000-03-05	0	21.87	32.23
2000-03-06	0	21.29	31.69
2000-03-07	0	23.03	32.06
2000-03-08	2.5	24.81	32.46
2000-03-09	0	25.28	33.22
2000-03-10	0	25.47	33.46
2000-03-11	0	24.72	33.51
2000-03-12	0	24.89	33.41
2000-03-13	0	24.74	33.53
2000-03-14	0	24.85	34.39
2000-03-15	0	25.21	34.08
2000-03-16	0	25.19	34.46
2000-03-17	0	24.45	34.18
2000-03-18	0	24.94	33.87
2000-03-19	0	24.53	33.68
2000-03-20	0	23.74	33.82
2000-03-21	0	24.1	34.2
2000-03-22	0	23.48	33.56
2000-03-23	0	25.16	33.73
2000-03-24	0	25.73	33.56
2000-03-25	0	25.54	33.79
2000-03-26	0	24.89	34.12
2000-03-27	0	25.38	34.32
2000-03-28	2.5	25.19	34.09
2000-03-29	0	24.83	34.19
2000-03-30	0	24.49	34.42
2000-03-31	0	23.91	35.11
2000-04-01	0	25.83	35.54
2000-04-02	0	24.78	31.61
2000-04-03	1.5	26.24	33.93
2000-04-04	0	26.37	34.95
2000-04-05	5	26.72	34.97
2000-04-06	8.1	26.22	34.97
2000-04-07	2.1	26.6	34.27
2000-04-08	5	26.02	34.67
2000-04-09	0	26.17	35.01
2000-04-10	7.5	26.68	35.03
2000-04-11	0	26.32	35.9
2000-04-12	7.5	27.4	35.83
2000-04-13	0	26.94	36.77
2000-04-14	0	27.49	36.83
2000-04-15	0	25.9	37.27
2000-04-16	0	27.26	36.84
2000-04-17	0	27.56	36.08
2000-04-18	0	26.56	35.62
2000-04-19	0	26.28	35.3
2000-04-20	0	26.3	35.38
2000-04-21	0.7	26.76	35.63
2000-04-22	0	27.62	36.98
2000-04-23	0	27.87	36.93
2000-04-24	0	27.73	36.72
2000-04-25	32.8	24.21	37.9
2000-04-26	6.3	24.05	37.86
2000-04-27	0	27.37	37.37
2000-04-28	0	27.92	37.44
2000-04-29	0	28.08	37.75
2000-04-30	0	28.35	38.14
2000-05-01	9.2	28.02	37.61
2000-05-02	0	28.29	37.52
2000-05-03	0	27.5	36.87
2000-05-04	0	25.91	36.98
2000-05-05	0	26.69	35.61
2000-05-06	0	27.61	36.24
2000-05-07	9.2	25.99	36.78
2000-05-08	0	26.6	36.31
2000-05-09	0	25.91	36.58
2000-05-10	0	27.48	35.88
2000-05-11	0	26.42	35.93
2000-05-12	0	26.78	37.4
2000-05-13	0	27.94	37.74
2000-05-14	0	27.85	38.59
2000-05-15	4.6	27.64	38.68
2000-05-16	0	27.87	38.9
2000-05-17	0	27.42	38.46
2000-05-18	9.8	26.96	38.1
2000-05-19	0	27.15	37.07
2000-05-20	0	27.62	38.05
2000-05-21	0	27.11	37.91
2000-05-22	0	27.63	38.08
2000-05-23	0	27.94	38.42
2000-05-24	0	27.78	37.63
2000-05-25	0.8	26.06	37.52
2000-05-26	0	27.17	35.65
2000-05-27	0	26.95	36.4
2000-05-28	2.3	27.04	35.84
2000-05-29	0	27.47	37.27
2000-05-30	0	27.71	37.72
2000-05-31	29.7	24.79	37.7
2000-06-01	0	26.28	34.59
2000-06-02	0	25.8	35.3
2000-06-03	5.4	26.21	35.16
2000-06-04	0	26.36	35.24
2000-06-05	0	26.67	34.48
2000-06-06	0	26.47	35.25
2000-06-07	0	26.66	34.51
2000-06-08	0	26.53	34.23
2000-06-09	0	26.05	34.52
2000-06-10	0	25.96	35.4
2000-06-11	0	26.26	36.19
2000-06-12	0	26.93	36.09
2000-06-13	0	26.15	34.71
2000-06-14	0	26.27	35.15
2000-06-15	0	26.41	36.3
2000-06-16	0	26.89	36.09
2000-06-17	0	26.93	36.86
2000-06-18	0	27.21	37.36
2000-06-19	0	27.2	36.93
2000-06-20	0	26.61	36.95
2000-06-21	0	27.21	36.72
2000-06-22	1.6	26.44	35.96
2000-06-23	0	25.85	34.88
2000-06-24	0	26.33	35.25
2000-06-25	0	27.04	36.48
2000-06-26	0	26.4	36.86
2000-06-27	0	26.88	36.64
2000-06-28	0	26.09	36.3
2000-06-29	0	26	35.11
2000-06-30	0	26.49	34.62
2000-07-01	0	26.1	35.27
2000-07-02	0	26.21	36.11
2000-07-03	0	26.21	35.53
2000-07-04	0	26.28	34.5
2000-07-05	0.3	26.03	34.03
2000-07-06	0.3	26.58	34.91
2000-07-07	2.4	26.15	35.32
2000-07-08	0	26.76	36.18
2000-07-09	0	26.57	36.17
2000-07-10	0	26.6	36.73
2000-07-11	0	26.74	36.73
2000-07-12	0	26.45	34.48
2000-07-13	0	26.59	35.65
2000-07-14	0	26.5	35.71
2000-07-15	0	27.17	36.97
2000-07-16	0	26.28	36.96
2000-07-17	0	26.91	37.08
2000-07-18	0	26.88	36.57
2000-07-19	0	26.13	36.45
2000-07-20	0	26.58	36.71
2000-07-21	0	26.43	36.76
2000-07-22	2.5	26.28	35.62
2000-07-23	0	25.24	35.04
2000-07-24	0	24.49	35.28
2000-07-25	0	25.62	35.46
2000-07-26	0.8	24.94	33.86
2000-07-27	0	26.49	35.85
2000-07-28	0	26.15	36.39
2000-07-29	0	26.63	36.92
2000-07-30	0	26.12	36.68
2000-07-31	0	24.59	35.51
2000-08-01	27.5	24.81	35.22
2000-08-02	9.2	25.37	34.55
2000-08-03	0.5	24.89	34.18
2000-08-04	23	25.86	34.19
2000-08-05	0	26.23	34.37
2000-08-06	0	26.14	33.91
2000-08-07	13.8	25.67	34.53
2000-08-08	0	25.32	34.57
2000-08-09	0	25.76	33.85
2000-08-10	0	25.92	33.87
2000-08-11	0	25.97	35.2
2000-08-12	0	25.47	35.63
2000-08-13	0	26.12	35.29
2000-08-14	0	26.19	35.36
2000-08-15	2.3	25.23	34.55
2000-08-16	9.1	24.37	33.28
2000-08-17	13.3	24.59	34.73
2000-08-18	0.6	24.16	33.99
2000-08-19	0	25.49	33.24
2000-08-20	0	25.62	34.58
2000-08-21	0	25.75	34.22
2000-08-22	0	25.88	34.05
2000-08-23	0	25.6	33.17
2000-08-24	0	25.48	33.82
2000-08-25	0	25.47	34.28
2000-08-26	0	25.67	34.48
2000-08-27	10.4	24.9	33.79
2000-08-28	0	25.75	33.21
2000-08-29	0	25.69	34.37
2000-08-30	0	25.75	34.67
2000-08-31	0	25.41	35.27
2000-09-01	0	26.11	34.1
2000-09-02	0	25.48	35.99
2000-09-03	0	25.99	36.04
2000-09-04	0	26.4	36.06
2000-09-05	0	25.86	35.81
2000-09-06	0	25.29	34.99
2000-09-07	27.5	25.3	34.3
2000-09-08	11.3	24.58	34.54
2000-09-09	0.3	25.05	33.98
2000-09-10	0	25.4	34.63
2000-09-11	0	26	35.63
2000-09-12	0	25.95	35.67
2000-09-13	1.1	24.62	34.99
2000-09-14	4.6	24.89	34.4
2000-09-15	0	25.92	34.19
