date,tmax
1982,5.4
1982,9.2
1982,7.8
1982,2.6
1982,3.6
1982,2.8
1982,4.6
1982,7.6
1982,1.8
1982,7.4
1982,6.8
1982,3.6
1982,4.8
1982,3.2
1982,4.6
1982,3
1982,2.8
1982,4.4
1982,5.4
1982,5.4
1982,4.8
1982,3.6
1982,3.4
1982,3.6
1982,4.2
1982,8.6
1982,2.6
1982,4.2
1982,5
1982,6.6
1982,8.8
1982,4.6
1982,5.8
1982,2.8
1982,4.4
1982,1.6
1982,2.8
1982,1.2
1982,1
1982,0.8
1982,0.6
1982,1.2
1982,7.6
1982,3
1982,2.6
1982,3
1982,2.2
1982,5.4
1982,3.6
1982,3.4
1982,2.4
1982,3.8
1982,0.8
1982,1
1982,1
1982,1.2
1982,-1
1982,-1.2
1982,1.4
1982,-0.4
1982,-0.6
1982,0.2
1982,-0.6
1982,-0.4
1982,-1
1982,0.6
1982,1.8
1982,0.2
1982,-0.8
1982,-1.2
1982,1
1982,-1.4
1982,-1.2
1982,-0.8
1982,-0.6
1982,3.2
1982,3.4
1982,1
1982,1
1982,0
1982,-0.6
1982,-0.4
1982,-1.6
1982,-0.4
1982,1.4
1982,1
1982,1.78
1982,1.04
1982,-0.8
1982,-1
1982,-0.4
1982,1.4
1982,-1.2
1982,-1
1982,-0.2
1982,-0.4
1982,2
1982,2.2
1982,-1.6
1982,-1.2
1982,0.8
1982,0.6
1982,1.2
1982,1.2
1982,1
1982,1.2
1982,1.8
1982,1.6
1982,1.4
1982,1.2
1982,1.8
1982,2.4
1982,1.2
1982,1.6
1982,0.8
1982,1.8
1982,2
1982,1.4
1982,2.6
1982,4.2
1982,2.6
1982,2.2
1982,6.2
1982,2.8
1982,3
1982,1.4
1982,0.6
1982,1
1982,2
1982,3.2
1982,3.6
1982,3.4
1982,3.4
1982,5.4
1982,4.6
1982,1.2
1982,1.8
1982,-0.2
1982,2.4
1982,1.4
1982,3.6
1982,1.2
1982,1.4
1982,2.96
1982,0.8
1982,2
1982,1.6
1982,2.8
1982,2.6
1982,4.2
1982,6.4
1982,4
1982,4.2
1982,3.8
1982,5
1982,4.8
1982,5
1982,2.4
1982,2.8
1982,5.4
1982,5.8
1982,6.6
1982,5.6
1982,7.8
1982,5
1982,7.8
1982,5.4
1982,8
1982,6.2
1982,7
1982,2.6
1982,5.6
1982,7.8
1982,4
1982,3.8
1982,5.6
1982,5.6
1982,6
1982,7.4
1982,4.6
1982,4.2
1982,7.6
1982,4
1982,5
1982,2.6
1982,2.6
1982,1.6
1982,1.8
1982,1.8
1982,4.2
1982,5.2
1982,2.4
1982,2
1982,1.2
1982,1.6
1982,2.6
1982,4.6
1982,5.6
1982,3.4
1982,3.2
1982,5
1982,4
1982,6
1982,3.8
1982,0.2
1982,-0.6
1982,6.544
1982,0.2
1982,7.996
1982,-1.2
1982,-1
1982,0.2
1982,-2.2
1982,-1.6
1982,4.964
1982,0.8
1982,1.8
1982,2.8
1982,0.8
1982,3.2
1982,4
1982,5.8
1982,5.8
1982,6.2
1982,4.3
1982,6.8
1982,7.4
1982,3.4
1982,8.4
1982,5.6
1982,7.6
1982,7
1982,8
1982,9.6
1982,6.2
1982,6.8
1982,4.6
1982,7
1982,8.8
1982,7.8
1982,4
1982,7.6
1982,5.4
1982,7.6
1982,8
1982,3.6
1982,7.4
1982,7.8
1982,4.8
1982,7
1982,8.4
1982,5.8
1982,8
1982,7.8
1983,3.3
1983,3.2
1983,6.1
1983,3.4
1983,3.2
1983,6.1
1983,5
1983,5.6
1983,4
1983,5
1983,6
1983,5.4
1983,5.4
1983,5.4
1983,3.6
1983,2.8
1983,5.4
1983,6.4
1983,6.4
1983,7
1983,4.2
1983,4.4
1983,5
1983,6.3
1983,3
1983,5
1983,6
1983,6.2
1983,8.3
1983,8
1983,7
1983,6.5
1983,5
1983,7.2
1983,7.6
1983,5
1983,7
1983,5.1
1983,4
1983,8.1
1983,7
1983,5.1
1983,4.2
1983,3
1983,4.8
1983,4
1983,5.6
1983,5.8
1983,6
1983,5.8
1983,6.8
1983,6.8
1983,4.8
1983,5.9
1983,6.2
1983,5.4
1983,6.5
1983,7
1983,7.5
1983,7.6
1983,6
1983,6.2
1983,7.6
1983,5
1983,7.3
1983,6
1983,6
1983,6.3
1983,6.2
1983,6.3
1983,5.3
1983,6
1983,6.4
1983,6
1983,6.2
1983,7
1983,5.2
1983,5
1983,4.8
1983,5.8
1983,5.2
1983,5.6
1983,5.8
1983,5.8
1983,4.8
1983,5.2
1983,4.8
1983,6
1983,6
1983,7.2
1983,6.8
1983,5
1983,5.6
1983,7
1983,6.4
1983,7.4
1983,6
1983,6.3
1983,6.8
1983,5.2
1983,7
1983,7.2
1983,5.1
1983,5.6
1983,4.6
1983,5.4
1983,7.6
1983,5
1983,4.9
1983,4.8
1983,6.6
1983,6.8
1983,3.8
1983,4.4
1983,4.4
1983,4.4
1983,5.8
1983,7
1983,5
1983,3.8
1983,4.8
1983,3.8
1983,4
1983,3.8
1983,6.2
1983,7
1983,6.8
1983,5.2
1983,6
1983,5
1983,4.8
1983,5.3
1983,5.2
1983,5.4
1983,6
1983,4.2
1983,4
1983,3.4
1983,3.1
1983,7.2
1983,6.8
1983,2.4
1983,3.2
1983,3.2
1983,2
1983,3.8
1983,3
1983,3.6
1983,1.4
1983,2
1983,3
1983,1.8
1983,3.2
1983,6.8
1983,2.8
1983,2.8
1983,4.8
1983,4
1983,6
1983,6.2
1983,6
1983,4
1983,4.8
1983,4.1
1983,4
1983,3.2
1983,5.1
1983,4.1
1983,5.2
1983,5.2
1983,2.2
1983,1.4
1983,-0.3
1983,0.4
1983,0.1
1983,3.2
1983,1.3
1983,1.8
1983,-0.4
1983,-0.6
1983,-1.4
1983,0
1983,0.4
1983,0
1983,0
1983,-0.2
1983,0.1
1983,0
1983,-0.2
1983,0
1983,1
1983,0
1983,0.4
1983,0
1983,0
1983,-1
1983,0
1983,-1
1983,-1
1983,-0.6
1983,-0.5
1983,0
1983,-1
1983,-0.8
1983,0
1983,1.8
1983,4.8
1983,0
1983,-0.5
1983,-0.4
1983,-0.5
1983,0
1983,0
1983,-0.1
1983,1.2
1983,1
1983,2.8
1983,3.8
1983,3.2
1983,1
1983,2.8
1983,4.4
1983,6
1983,-0.1
1983,0.1
1983,-0.1
1983,2
1983,0.4
1983,0.3
1983,0.2
1983,2.4
1983,4
1983,1
1983,2
1983,1
1983,2
1983,1
1983,1
1983,1
1983,1
1983,1.1
1983,2
1983,1
1983,1
1983,1.2
1983,1
1983,0
1983,1
1983,2
1983,1
1983,1.6
1983,0.6
1983,1
1983,1
1983,0.1
1983,-1
1983,1
1983,1.6
1983,5
1983,1.6
1983,2
1983,1.4
1983,4.6
1983,5.2
1983,6.8
1983,6.8
1983,6.8
1983,2.4
1983,5
1983,4
1983,6
1983,3
1983,1.4
1983,1
1983,1
1983,1
1983,2
1983,2
1983,2.2
1983,4.8
1983,2
1983,6.2
1983,2
1983,4.3
1983,3
1983,4
1983,5
1983,7
1983,2
1983,2.2
1983,3
1983,1
1983,1
1983,5.4
1983,2.8
1983,3.2
1983,2.8
1983,4
1983,2.8
1983,2.6
1983,1.4
1983,1.8
1983,3
1983,3
1983,3.4
1983,3
1983,1
1983,0.3
1983,0
1983,-2
1983,0.4
1983,0.5
1983,0.6
1983,-2.6
1983,-1.4
1983,-0.8
1983,-1
1983,-1.2
1983,-1.6
1983,-1.4
1983,2.1
1983,1.8
1983,3.9
1983,2.4
1983,3.8
1983,3.4
1983,5.8
1983,5.2
1983,3.8
1983,4.9
1983,5
1983,7.8
1983,8
1983,6.6
1983,6.2
1983,5.6
1983,4.4
1983,4.6
1983,4.2
1983,7
1983,7
1983,3.6
1983,7
1983,7
1983,6
1983,2
1983,2
1983,1
1983,1.6
1983,5.2
1983,7.2
1983,7
1983,6
1983,3.8
1983,4
1983,3
1983,2
1983,2
1983,2.1
1983,2
1983,2
1983,2.1
1983,3
1983,3
1983,2
1984,2
1984,2
1984,2.6
1984,1
1984,6.4
1984,7.9
1984,7.2
1984,3
1984,2.1
1984,5.1
1984,2
1984,6.3
1984,5.4
1984,7.2
1984,7.8
1984,7.9
1984,8
1984,7.2
1984,6.7
1984,5
1984,3.8
1984,6
1984,5.2
1984,5.6
1984,6.2
1984,2.1
1984,2.1
1984,2.1
1984,2.1
1984,2.2
1984,3.1
1984,2.2
1984,2.2
1984,3.1
1984,3.1
1984,2.1
1984,2.2
1984,2.1
1984,2.7
1984,2.6
1984,2.2
1984,3.1
1984,2.1
1984,2
1984,8.7
1984,8.2
1984,7.8
1984,7.2
1984,4.8
1984,5.6
1984,7.8
1984,8
1984,5.6
1984,7.8
1984,4.8
1984,4.2
1984,2.5
1984,2.4
1984,7
1984,5.8
1984,5.4
1984,7.2
1984,2.6
1984,3.6
1984,1.5
1984,2.5
1984,3.7
1984,2.6
1984,3.7
1984,6.7
1984,7.6
1984,4.4
1984,5.4
1984,5.2
1984,7.6
1984,6.9
1984,7
1984,6.8
1984,7.5
1984,6.4
1984,6.2
1984,8
1984,8.2
1984,7.8
1984,5.8
1984,7.2
1984,8.4
1984,8.2
1984,5.9
1984,7.2
1984,7.2
1984,7.6
1984,5.4
1984,6.4
1984,6.4
1984,6.6
1984,7.2
1984,8
1984,5.4
1984,6.6
1984,0.4
1984,1.4
1984,1.6
1984,2.6
1984,2.5
1984,2.5
1984,2.5
1984,2.5
1984,1.5
1984,0.4
1984,0.4
1984,2.4
1984,0.4
1984,2.6
1984,2.6
1984,2.4
1984,2.2
1984,3.8
1984,3
1984,4.6
1984,4.8
1984,4.8
1984,2.6
1984,3.6
1984,2.6
1984,2.5
1984,-0.4
1984,-0.3
1984,0.4
1984,2.6
1984,2.6
1984,4.8
1984,4.8
1984,7
1984,6.6
1984,6.5
1984,6.8
1984,6.6
1984,4.8
1984,4.2
1984,6.6
1984,5.2
1984,3
1984,1.8
1984,1.4
1984,1
1984,0.2
1984,1.6
1984,1.6
1984,3.8
1984,0.3
1984,3.8
1984,2.8
1984,2.6
1984,2.5
1984,2.6
1984,-0.2
1984,2.2
1984,2.1
1984,1.3
1984,5.2
1984,6.4
1984,5.2
1984,2.6
1984,0.6
1984,0.8
1984,2.5
1984,0.9
1984,-0.5
1984,0.8
1984,1.6
1984,2.2
1984,1.8
1984,0.4
1984,-0.5
1984,-0.5
1984,4.2
1984,0.4
1984,0.4
1984,-0.4
1984,0.8
1984,0.5
1984,1.3
1984,2.2
1984,0.1
1984,1
1984,1.3
1984,1.4
1984,1.3
1984,1.3
1984,2.8
1984,2.8
1984,-0.6
1984,0
1984,-0.4
1984,-0.4
1984,-0.4
1984,0.2
1984,1
1984,4.6
1984,1.4
1984,1
1984,0.6
1984,0.4
1984,1.2
1984,1
1984,0.1
1984,-0.1
1984,-0.5
1984,0.5
1984,1
1984,0
1984,0.1
1984,2.2
1984,-0.5
1984,0.5
1984,0.5
1984,0.5
1984,-0.8
1984,1
1984,1.4
1984,1.6
1984,-1.4
1984,-2
1984,-1.4
1984,-1.8
1984,0
1984,1.2
1984,1.8
1984,1.2
1984,1.8
1984,1.2
1984,1.9
1984,1.8
1984,1.2
1984,1.4
1984,0.6
1984,1.4
1984,1.8
1984,2
1984,5.1
1984,5
1984,5.6
1984,0.1
1984,2.2
1984,2.1
1984,2.2
1984,3.1
1984,4.8
1984,6.2
1984,5
1984,5
1984,4.6
1984,5
1984,6.8
1984,5.9
1984,4.2
1984,6.4
1984,3.8
1984,5.4
1984,2.8
1984,4
1984,4.9
1984,6.2
1984,6.6
1984,5.9
1984,7.2
1984,4.8
1984,5.4
1984,4
1984,4
1984,2.4
1984,4.2
1984,4.2
1984,4.4
1984,3.8
1984,5.4
1984,6
1984,7.8
1984,6.9
1984,5.8
1984,5.8
1984,5.2
1984,5.4
1984,4.9
1984,6.4
1984,6.2
1984,5.8
1984,8.4
1984,4.8
1984,7
1984,6.8
1984,8
1984,8.6
1984,3.9
1984,6.6
1984,6.4
1984,5.9
1984,8.8
1984,8.3
1984,8.2
1984,8.2
1984,8
1984,5.1
1984,3.6
1984,6
1984,2.8
1984,1.2
1984,1.2
1984,1.2
1984,6
1984,8.2
1984,7.6
1984,8
1984,5.8
1984,8.5
1984,6.4
1984,7.5
1984,7.8
1984,8.8
1984,7
1984,6.8
1984,9.1
1984,7.6
1984,6.6
1984,8
1984,9.2
1984,7.4
1984,8.9
1984,8.2
1984,8.4
1984,7.3
1984,7.2
1984,7.8
1984,7.1
1984,7.2
1984,6.8
1984,6.9
1984,7.5
1984,7.6
1984,8.4
1984,6.8
1984,4.8
1984,4.6
1984,5.9
1984,4.9
1984,6.5
1984,3.4
1984,3
1984,4.6
1984,3.6
1984,4
1984,8.8
1984,9.1
1984,8.6
1984,8.4
1984,10
1984,10
1984,8.5
1984,9
1984,8.6
1984,9
1984,9
1984,7
1984,5.6
1985,6
1985,6.3
1985,5.8
1985,3.9
1985,2.3
1985,2.6
1985,2.2
1985,6.9
1985,7.2
1985,5.4
1985,5.4
1985,6.9
1985,5
1985,4.8
1985,5.6
1985,7.9
1985,3.8
1985,5.2
1985,8.6
1985,7.1
1985,8.8
1985,6
1985,6.9
1985,8.2
1985,8.6
1985,4.3
1985,8.2
1985,5.3
1985,8.4
1985,9
1985,8.6
1985,9.6
1985,8.8
1985,8.4
1985,6.4
1985,7
1985,7.4
1985,4.4
1985,6.2
1985,4.8
1985,7.4
1985,8.2
1985,7.4
1985,7.4
1985,8
1985,8.4
1985,8.2
1985,8.2
1985,8.2
1985,8.6
1985,8
1985,6.9
1985,6.4
1985,8.4
1985,8.9
1985,8.9
1985,9.6
1985,6.4
1985,6.9
1985,8.8
1985,8
1985,7.2
1985,6.8
1985,7.3
1985,8
1985,7
1985,7
1985,6.2
1985,4.8
1985,6.2
1985,6.9
1985,7.4
1985,8.2
1985,6
1985,5
1985,5.2
1985,6.2
1985,8
1985,6.2
1985,6
1985,7
1985,7.4
1985,8
1985,8.3
1985,5
1985,5.4
1985,8.6
1985,8.5
1985,6.9
1985,5.6
1985,7.4
1985,6.9
1985,8.5
1985,8.8
1985,5.6
1985,4.3
1985,7.8
1985,7.2
1985,7.4
1985,7.2
1985,7
1985,6.3
1985,5.4
1985,6.4
1985,6
1985,6.4
1985,6.4
1985,8
1985,8.8
1985,6.4
1985,8.2
1985,6.2
1985,8.5
1985,6.2
1985,7
1985,4.3
1985,4
1985,4
1985,3
1985,2.6
1985,3.8
1985,7.6
1985,3.3
1985,2.4
1985,4.8
1985,4.8
1985,5.1
1985,5.3
1985,4.8
1985,5.2
1985,6
1985,5.4
1985,3.4
1985,3
1985,3
1985,3.8
1985,5.9
1985,5.8
1985,3.2
1985,2
1985,3
1985,5.4
1985,5.4
1985,6
1985,3.4
1985,6.2
1985,7.2
1985,7.4
1985,6.2
1985,5.2
1985,5.6
1985,7
1985,6.9
1985,5.4
1985,4.2
1985,4.9
1985,2.2
1985,3.5
1985,4
1985,2.2
1985,2.2
1985,0.3
1985,2.2
1985,2.4
1985,1.8
1985,1.2
1985,1.4
1985,1
1985,1.2
1985,4.2
1985,3.4
1985,1.2
1985,4.2
1985,2.2
1985,1.4
1985,2.2
1985,2.1
1985,1
1985,-0.2
1985,1
1985,-0.2
1985,3.2
1985,2.4
1985,0.4
1985,2.2
1985,3
1985,4.8
1985,-0.6
1985,7
1985,7.8
1985,4.8
1985,2.4
1985,4.6
1985,2.2
1985,1.4
1985,1.4
1985,0.4
1985,0
1985,2.2
1985,0
1985,-1.5
1985,-1.4
1985,-0.8
1985,-0.4
1985,6.4
1985,1
1985,2
1985,5.3
1985,1
1985,2
1985,1.8
1985,1.2
1985,3
1985,1.8
1985,2.2
1985,0
1985,0.2
1985,3
1985,3.3
1985,3.4
1985,3.2
1985,3.2
1985,3.2
1985,0.4
1985,2
1985,1.1
1985,2.2
1985,3
1985,1.4
1985,3.2
1985,2.8
1985,3
1985,2.3
1985,3.2
1985,2.3
1985,2.3
1985,2.2
1985,1.4
1985,1.2
1985,1.2
1985,1.2
1985,1
1985,1.2
1985,0.3
1985,3.4
1985,3.3
1985,0.2
1985,2.4
1985,2.4
1985,0.4
1985,2.2
1985,4.8
1985,2
1985,4.2
1985,1.4
1985,1.2
1985,1.4
1985,1.1
1985,1.1
1985,2.3
1985,5.1
1985,4.3
1985,1.2
1985,1.3
1985,4.4
1985,1.1
1985,2.8
1985,8.3
1985,5
1985,4.2
1985,5.4
1985,7.6
1985,8.1
1985,4.15
1985,3.35
1985,4.85
1985,4.95
1985,4.45
1985,4.65
1985,5.175
1985,4.1
1985,4.95
1985,3.65
1985,4.075
1985,5.225
1985,4.9
1985,5.85
1985,6.45
1985,4.55
1985,4.15
1985,5.3
1985,4.05
1985,4.8
1985,5.6
1985,5.375
1985,5.55
1985,6.1
1985,5.6
1985,6.84
1985,5.16
1985,5.92
1985,6.36
1985,7.36
1985,5.72
1985,7.6
1985,6.4
1985,7
1985,7.4
1985,7.4
1985,7
1985,7.4
1985,4.4
1985,6.6
1985,8
1985,6.3
1985,6.4
1985,5.2
1985,6.4
1985,7.5
1985,7.9
1985,7
1985,7.2
1985,6.4
1985,5
1985,4.2
1985,7.3
1985,7.2
1985,8.6
1985,8.2
1985,8.3
1985,6.4
1985,6.4
1985,6.3
1985,6.2
1985,6
1985,8.4
1985,8.3
1985,9.4
1985,6.4
1985,9
1985,9.2
1985,7.2
1985,5.6
1985,5.6
1985,5.4
1985,3.4
1985,7
1985,7.6
1985,8.4
1985,8.6
1985,7
1985,7
1985,5.4
1985,5
1985,8.2
1985,8.5
1985,8
1985,7.6
1985,6.8
1985,8.2
1985,9
1985,8.2
1985,7.6
1985,7.6
1985,6.6
