var date value
tmax 2009-4 29.8
tmax 2009-5 25.3
tmax 2009-6 22.3
tmax 2009-7 22.4
tmax 2009-8 28.5
tmax 2009-9 28.2
tmax 2009-10 34.6
tmax 2009-11 35.9
tmax 2009-12 32.7
prec 2010-1 58.6
prec 2010-2 258.7
prec 2010-3 87.7
prec 2010-4 32.9
prec 2010-5 17
prec 2010-6 2.9
prec 2010-7 1.1
prec 2010-8 1.6
prec 2010-9 5.4
prec 2010-10 15.3
prec 2010-11 20.4
prec 2010-12 155.1
tmin 2010-1 22.2
tmin 2010-2 22.9
tmin 2010-3 21.7
tmin 2010-4 17
tmin 2010-5 12.4
tmin 2010-6 11.5
tmin 2010-7 7.6
tmin 2010-8 10.2
tmin 2010-9 14.2
tmin 2010-10 17.1
tmin 2010-11 18.4
tmin 2010-12 21.5
tmax 2010-1 34.9
tmax 2010-2 34.1
tmax 2010-3 32.5
tmax 2010-4 26.9
tmax 2010-5 22.5
tmax 2010-6 21.9
tmax 2010-7 22.2
tmax 2010-8 25.5
tmax 2010-9 29.8
tmax 2010-10 32.3
tmax 2010-11 34.4
tmax 2010-12 35.4
prec 2011-1 127.3
prec 2011-2 230
prec 2011-3 82.8
prec 2011-4 51.4
prec 2011-5 13.3
prec 2011-6 5
prec 2011-7 5.2
prec 2011-8 0.3
prec 2011-9 5.7
prec 2011-10 19.6
prec 2011-11 33.4
prec 2011-12 141.7
tmin 2011-1 22.2
tmin 2011-2 21.5
tmin 2011-3 19.5
tmin 2011-4 17.9
tmin 2011-5 14.2
tmin 2011-6 11.4
tmin 2011-7 9.2
tmin 2011-8 9.7
tmin 2011-9 14.6
tmin 2011-10 18.1
tmin 2011-11 20.8
tmin 2011-12 21
tmax 2011-1 33.9
tmax 2011-2 30.7
tmax 2011-3 29.4
tmax 2011-4 27.3
tmax 2011-5 23.9
tmax 2011-6 21.4
tmax 2011-7 22.5
tmax 2011-8 26.2
tmax 2011-9 32.1
tmax 2011-10 32.5
tmax 2011-11 34.9
tmax 2011-12 34.3
prec 2012-1 126.7
prec 2012-2 117.6
prec 2012-3 90.1
prec 2012-4 120.4
prec 2012-5 15.8
prec 2012-6 2.2
prec 2012-7 0.4
prec 2012-8 7.4
prec 2012-9 0.6
prec 2012-10 17.8
prec 2012-11 109.5
prec 2012-12 92.7
tmin 2012-1 21.8
tmin 2012-2 22.5
tmin 2012-3 19.8
tmin 2012-4 18.5
tmin 2012-5 15.3
tmin 2012-6 10.7
tmin 2012-7 7.7
tmin 2012-8 11.7
tmin 2012-9 15.3
tmin 2012-10 19.7
tmin 2012-11 21.2
tmin 2012-12 22.6
tmax 2012-1 35.3
tmax 2012-2 33.9
tmax 2012-3 31.2
tmax 2012-4 26.7
tmax 2012-5 25.2
tmax 2012-6 22.9
tmax 2012-7 22.2
tmax 2012-8 26.9
tmax 2012-9 31.6
tmax 2012-10 34.8
tmax 2012-11 33.1
tmax 2012-12 35.4
prec 2013-1 149.7
prec 2013-2 86.4
prec 2013-3 43
prec 2013-4 6
prec 2013-5 4.2
prec 2013-6 16.7
prec 2013-7 1.7
prec 2013-8 2.5
prec 2013-9 8.7
prec 2013-10 46.9
prec 2013-11 50.9
prec 2013-12 139.1
tmin 2013-1 22
tmin 2013-2 21.4
tmin 2013-3 19.2
tmin 2013-4 16.8
tmin 2013-5 14.5
tmin 2013-6 12.5
tmin 2013-7 9.7
tmin 2013-8 8.6
tmin 2013-9 13.6
tmin 2013-10 18.3
tmin 2013-11 20.3
tmin 2013-12 22.9
tmax 2013-1 34.9
tmax 2013-2 33.8
tmax 2013-3 30.8
tmax 2013-4 29.8
tmax 2013-5 25.5
tmax 2013-6 23.4
tmax 2013-7 23.5
tmax 2013-8 25.7
tmax 2013-9 29.4
tmax 2013-10 32.8
tmax 2013-11 34.7
tmax 2013-12 36.7
prec 2014-1 208.2
prec 2014-2 150.8
prec 2014-3 93
prec 2014-4 37.1
prec 2014-5 27
prec 2014-6 12.4
prec 2014-7 1.4
prec 2014-8 0.8
prec 2014-9 9.4
prec 2014-10 49
prec 2014-11 67.3
prec 2014-12 118.7
tmin 2014-1 21.7
tmin 2014-2 21.9
tmin 2014-3 18.8
tmin 2014-4 18.8
tmin 2014-5 15.6
tmin 2014-6 13.1
tmin 2014-7 9.7
tmin 2014-8 12.7
tmin 2014-9 16.9
tmin 2014-10 20.8
tmin 2014-11 20
tmin 2014-12 21.7
tmax 2014-1 34.3
tmax 2014-2 32.4
tmax 2014-3 29.9
tmax 2014-4 27.6
tmax 2014-5 24.1
tmax 2014-6 21.5
tmax 2014-7 23.4
tmax 2014-8 28.9
tmax 2014-9 31.6
tmax 2014-10 35.1
tmax 2014-11 33.3
tmax 2014-12 33.8
prec 2015-1 187
prec 2015-2 153.7
prec 2015-3 127.3
prec 2015-4 99.2
prec 2015-5 21.3
prec 2015-6 4.1
prec 2015-7 2.9
prec 2015-8 14.3
prec 2015-9 4.5
prec 2015-10 19.4
prec 2015-11 59.1
prec 2015-12 87.4
tmin 2015-1 22.4
tmin 2015-2 22.2
tmin 2015-3 21.3
tmin 2015-4 20.1
tmin 2015-5 16
tmin 2015-6 12.8
tmin 2015-7 10.5
tmin 2015-8 13.9
tmin 2015-9 15.6
tmin 2015-10 17.7
tmin 2015-11 20.1
tmin 2015-12 22
tmax 2015-1 34
tmax 2015-2 32.8
tmax 2015-3 30.9
tmax 2015-4 28.4
tmax 2015-5 23.9
tmax 2015-6 23.3
tmax 2015-7 23.3
tmax 2015-8 27.8
tmax 2015-9 30
tmax 2015-10 31
tmax 2015-11 31.7
tmax 2015-12 34.3
