var date value
tmin 1993-10 18.1
tmin 1993-11 18.8
tmin 1993-12 20.8
tmax 1993-1 34.7
tmax 1993-2 33
tmax 1993-3 32.6
tmax 1993-4 29.7
tmax 1993-5 25.7
tmax 1993-6 24.4
tmax 1993-7 22
tmax 1993-8 27.7
tmax 1993-9 28.7
tmax 1993-10 30.8
tmax 1993-11 32.8
tmax 1993-12 34.2
prec 1994-1 87.7
prec 1994-2 111.2
prec 1994-3 112.8
prec 1994-4 56.9
prec 1994-5 48.6
prec 1994-6 9.8
prec 1994-7 12.7
prec 1994-8 11.7
prec 1994-9 25.2
prec 1994-10 86.2
prec 1994-11 142.5
prec 1994-12 102.4
tmin 1994-1 20.6
tmin 1994-2 20.7
tmin 1994-3 17.5
tmin 1994-4 17.2
tmin 1994-5 16.9
tmin 1994-6 13.8
tmin 1994-7 10.6
tmin 1994-8 12.8
tmin 1994-9 16.1
tmin 1994-10 19.1
tmin 1994-11 19.1
tmin 1994-12 22.1
tmax 1994-1 35.7
tmax 1994-2 32
tmax 1994-3 30.3
tmax 1994-4 28.2
tmax 1994-5 27.8
tmax 1994-6 25.8
tmax 1994-7 24.3
tmax 1994-8 27.7
tmax 1994-9 31.5
tmax 1994-10 31.4
tmax 1994-11 32.2
tmax 1994-12 36.1
prec 1995-1 118.9
prec 1995-2 74.4
prec 1995-3 134.2
prec 1995-4 49.4
prec 1995-5 77
prec 1995-6 29.3
prec 1995-7 1.5
prec 1995-8 1.4
prec 1995-9 19.9
prec 1995-10 35.8
prec 1995-11 99.7
prec 1995-12 71.4
tmin 1995-1 22.2
tmin 1995-2 19.1
tmin 1995-3 19.1
tmin 1995-4 13.9
tmin 1995-5 12.8
tmin 1995-6 11.8
tmin 1995-7 11.1
tmin 1995-8 12
tmin 1995-9 14.8
tmin 1995-10 16.4
tmin 1995-11 19.4
tmin 1995-12 20.6
tmax 1995-1 33.8
tmax 1995-2 31.6
tmax 1995-3 30.8
tmax 1995-4 28.3
tmax 1995-5 25.1
tmax 1995-6 24.4
tmax 1995-7 24.3
tmax 1995-8 26.8
tmax 1995-9 29.6
tmax 1995-10 31.5
tmax 1995-11 35.2
tmax 1995-12 36.3
prec 1996-1 137
prec 1996-2 111
prec 1996-3 162.6
prec 1996-4 103.4
prec 1996-5 53.3
prec 1996-6 4.8
prec 1996-7 0
prec 1996-8 8.9
prec 1996-9 40.2
prec 1996-10 68.8
prec 1996-11 103.5
prec 1996-12 152.2
tmin 1996-1 21.7
tmin 1996-2 20.8
tmin 1996-3 18.5
tmin 1996-4 17.1
tmin 1996-5 15.4
tmin 1996-6 8.5
tmin 1996-7 7.3
tmin 1996-8 13
tmin 1996-9 13.1
tmin 1996-10 17.2
tmin 1996-11 18.9
tmin 1996-12 21.1
tmax 1996-1 34
tmax 1996-2 32.8
tmax 1996-3 31.2
tmax 1996-4 28
tmax 1996-5 25.8
tmax 1996-6 20.1
tmax 1996-7 23.9
tmax 1996-8 28.9
tmax 1996-9 28
tmax 1996-10 31
tmax 1996-11 32.3
tmax 1996-12 33.3
prec 1997-1 142.2
prec 1997-2 92.1
prec 1997-3 109.2
prec 1997-4 16.2
prec 1997-5 52.7
prec 1997-6 3.3
prec 1997-7 4.5
prec 1997-8 19.7
prec 1997-9 82.4
prec 1997-10 38.2
prec 1997-11 97.2
prec 1997-12 79.8
tmin 1997-1 21.8
tmin 1997-2 21
tmin 1997-3 17.9
tmin 1997-4 15.5
tmin 1997-5 13.9
tmin 1997-6 11.3
tmin 1997-7 12.3
tmin 1997-8 13.4
tmin 1997-9 16.7
tmin 1997-10 18.6
tmin 1997-11 21.3
tmin 1997-12 22.4
tmax 1997-1 35.2
tmax 1997-2 32.4
tmax 1997-3 31.2
tmax 1997-4 30.5
tmax 1997-5 25.9
tmax 1997-6 22.9
tmax 1997-7 25.6
tmax 1997-8 27.5
tmax 1997-9 30.8
tmax 1997-10 32
tmax 1997-11 33
tmax 1997-12 35.1
prec 1998-1 82.6
prec 1998-2 93.2
prec 1998-3 155.8
prec 1998-4 109.6
prec 1998-5 14.6
prec 1998-6 23.3
prec 1998-7 3.7
prec 1998-8 34
prec 1998-9 21.5
prec 1998-10 69.3
prec 1998-11 104
prec 1998-12 111.3
tmin 1998-1 22
tmin 1998-2 21.5
tmin 1998-3 18.4
tmin 1998-4 16.8
tmin 1998-5 12.5
tmin 1998-6 12.3
tmin 1998-7 12.1
tmin 1998-8 11.2
tmin 1998-9 13.5
tmin 1998-10 17.1
tmin 1998-11 18.1
tmin 1998-12 19.2
tmax 1998-1 35.6
tmax 1998-2 31.3
tmax 1998-3 29
tmax 1998-4 26.3
tmax 1998-5 24.6
tmax 1998-6 24.1
tmax 1998-7 24.6
tmax 1998-8 23.8
tmax 1998-9 28.3
tmax 1998-10 32.4
tmax 1998-11 32.6
tmax 1998-12 34.3
prec 1999-1 103
prec 1999-2 73.8
prec 1999-3 202.9
prec 1999-4 43.2
prec 1999-5 28
prec 1999-6 27.8
prec 1999-7 12.5
prec 1999-8 0.7
prec 1999-9 34.1
prec 1999-10 24
prec 1999-11 70.4
prec 1999-12 134.6
tmin 1999-1 19.9
tmin 1999-2 22
tmin 1999-3 20
tmin 1999-4 15.2
tmin 1999-5 12.6
tmin 1999-6 10.8
tmin 1999-7 8.8
tmin 1999-8 10.5
tmin 1999-9 15.8
tmin 1999-10 17.2
tmin 1999-11 16.7
tmin 1999-12 20
tmax 1999-1 33.4
tmax 1999-2 34.3
tmax 1999-3 30.8
tmax 1999-4 25.4
tmax 1999-5 22.9
tmax 1999-6 21.2
tmax 1999-7 20.4
tmax 1999-8 27.5
tmax 1999-9 32.3
tmax 1999-10 31.7
tmax 1999-11 31.9
tmax 1999-12 34.7
prec 2000-1 125.9
prec 2000-2 118.8
prec 2000-3 239
prec 2000-4 137.3
prec 2000-5 23.2
prec 2000-6 24.3
prec 2000-7 3.4
prec 2000-8 2.2
prec 2000-9 1.8
prec 2000-10 94.7
prec 2000-11 181.6
prec 2000-12 144.9
tmin 2000-1 21.7
tmin 2000-2 21.5
tmin 2000-3 19.3
tmin 2000-4 17.8
tmin 2000-5 13.1
tmin 2000-6 12.3
tmin 2000-7 5.9
tmin 2000-8 12.7
tmin 2000-9 13.4
tmin 2000-10 19.2
tmin 2000-11 17.6
tmin 2000-12 19.8
tmax 2000-1 34.9
tmax 2000-2 33.9
tmax 2000-3 30.3
tmax 2000-4 28.3
tmax 2000-5 23
tmax 2000-6 22.8
tmax 2000-7 20.6
tmax 2000-8 28
tmax 2000-9 29.2
tmax 2000-10 32.5
tmax 2000-11 31.1
tmax 2000-12 33.7
