var date value
tmin 1997-9 21
tmin 1997-10 21.8
tmin 1997-11 23
tmin 1997-12 22.9
tmax 1997-1 30.4
tmax 1997-2 30.5
tmax 1997-3 30.5
tmax 1997-4 31.1
tmax 1997-5 30.8
tmax 1997-6 30.4
tmax 1997-7 30.7
tmax 1997-8 29.8
tmax 1997-9 32.9
tmax 1997-10 32.9
tmax 1997-11 31.7
tmax 1997-12 32.5
prec 1998-1 169.6
prec 1998-2 237.6
prec 1998-3 174.5
prec 1998-4 139.9
prec 1998-5 13.7
prec 1998-6 44.3
prec 1998-7 4
prec 1998-8 49.8
prec 1998-9 147.2
prec 1998-10 174.2
prec 1998-11 272.2
prec 1998-12 133.9
tmin 1998-1 24.3
tmin 1998-2 24.9
tmin 1998-3 24.6
tmin 1998-4 21.7
tmin 1998-5 20.4
tmin 1998-6 17
tmin 1998-7 18.6
tmin 1998-8 17.8
tmin 1998-9 17.9
tmin 1998-10 21.6
tmin 1998-11 21.4
tmin 1998-12 24.1
tmax 1998-1 33.4
tmax 1998-2 31.1
tmax 1998-3 32.3
tmax 1998-4 33
tmax 1998-5 30.8
tmax 1998-6 28.7
tmax 1998-7 30.1
tmax 1998-8 30.6
tmax 1998-9 30.7
tmax 1998-10 32.2
tmax 1998-11 31
tmax 1998-12 32.2
prec 1999-1 148.2
prec 1999-2 132
prec 1999-3 403.6
prec 1999-4 154.1
prec 1999-5 60.3
prec 1999-6 79.5
prec 1999-7 43.9
prec 1999-8 0.7
prec 1999-9 119
prec 1999-10 130.7
prec 1999-11 87.8
prec 1999-12 380.2
tmin 1999-1 22.9
tmin 1999-2 24
tmin 1999-3 22.8
tmin 1999-4 19.9
tmin 1999-5 18.8
tmin 1999-6 16.8
tmin 1999-7 17.3
tmin 1999-8 16.8
tmin 1999-9 20.6
tmin 1999-10 20.7
tmin 1999-11 21.6
tmin 1999-12 22.8
tmax 1999-1 31.4
tmax 1999-2 30.5
tmax 1999-3 30.2
tmax 1999-4 30.9
tmax 1999-5 29.2
tmax 1999-6 28.8
tmax 1999-7 29
tmax 1999-8 29.7
tmax 1999-9 33
tmax 1999-10 31.8
tmax 1999-11 31.1
tmax 1999-12 30.9
prec 2000-1 294.2
prec 2000-2 146.7
prec 2000-3 215
prec 2000-4 106.7
prec 2000-5 113.5
prec 2000-6 114.5
prec 2000-7 110.9
prec 2000-8 47.3
prec 2000-9 6.8
prec 2000-10 157.7
prec 2000-11 23
prec 2000-12 266.5
tmin 2000-1 22.3
tmin 2000-2 23
tmin 2000-3 22.3
tmin 2000-4 21.3
tmin 2000-5 19.2
tmin 2000-6 17.5
tmin 2000-7 16
tmin 2000-8 18.2
tmin 2000-9 20.4
tmin 2000-10 21.7
tmin 2000-11 23.1
tmin 2000-12 21.9
tmax 2000-1 31.7
tmax 2000-2 30.4
tmax 2000-3 30.5
tmax 2000-4 32.7
tmax 2000-5 29.8
tmax 2000-6 27.6
tmax 2000-7 27.6
tmax 2000-8 30.9
tmax 2000-9 32.1
tmax 2000-10 31.9
tmax 2000-11 32
tmax 2000-12 31.8
prec 2001-1 530.6
prec 2001-2 151.9
prec 2001-3 259.7
prec 2001-4 96.3
prec 2001-5 113.2
prec 2001-6 29.5
prec 2001-7 42.2
prec 2001-8 29.7
prec 2001-9 55.2
prec 2001-10 177
prec 2001-11 213.7
prec 2001-12 231.2
tmin 2001-1 22.7
tmin 2001-2 22
tmin 2001-3 21.7
tmin 2001-4 20.8
tmin 2001-5 18
tmin 2001-6 16.3
tmin 2001-7 15.2
tmin 2001-8 17.6
tmin 2001-9 17.4
tmin 2001-10 18.9
tmin 2001-11 22.1
tmin 2001-12 22
tmax 2001-1 30.3
tmax 2001-2 31.5
tmax 2001-3 30.9
tmax 2001-4 31.7
tmax 2001-5 28.4
tmax 2001-6 29
tmax 2001-7 31.2
tmax 2001-8 32.5
tmax 2001-9 34.3
tmax 2001-10 34.5
tmax 2001-11 31.7
tmax 2001-12 31.2
prec 2002-1 200.6
prec 2002-2 314.5
prec 2002-3 172.9
prec 2002-4 89.1
prec 2002-5 116
prec 2002-6 41.3
prec 2002-7 81.8
prec 2002-8 123.1
prec 2002-9 52.2
prec 2002-10 102.7
prec 2002-11 113.4
prec 2002-12 225.3
tmin 2002-1 23.1
tmin 2002-2 23
tmin 2002-3 23.5
tmin 2002-4 20.8
tmin 2002-5 20.1
tmin 2002-6 16.9
tmin 2002-7 16.7
tmin 2002-8 18.1
tmin 2002-9 19
tmin 2002-10 21.2
tmin 2002-11 20.8
tmin 2002-12 22.1
tmax 2002-1 31.5
tmax 2002-2 29.8
tmax 2002-3 30.5
tmax 2002-4 32
tmax 2002-5 29.9
tmax 2002-6 27.9
tmax 2002-7 28.7
tmax 2002-8 31.2
tmax 2002-9 32.3
tmax 2002-10 33.3
tmax 2002-11 33.1
tmax 2002-12 32.5
prec 2003-1 232.5
prec 2003-2 169.4
prec 2003-3 299.5
prec 2003-4 119
prec 2003-5 194.9
prec 2003-6 76
prec 2003-7 9.5
prec 2003-8 62
prec 2003-9 88.6
prec 2003-10 188.6
prec 2003-11 71
prec 2003-12 283.6
tmin 2003-1 22.4
tmin 2003-2 22.2
tmin 2003-3 22.2
tmin 2003-4 20
tmin 2003-5 18.7
tmin 2003-6 17.9
tmin 2003-7 16.2
tmin 2003-8 16.1
tmin 2003-9 18.2
tmin 2003-10 20.1
tmin 2003-11 21
tmin 2003-12 22.1
tmax 2003-1 31.3
tmax 2003-2 31.3
tmax 2003-3 30.6
tmax 2003-4 31
tmax 2003-5 30.1
tmax 2003-6 29.8
tmax 2003-7 30
tmax 2003-8 29
tmax 2003-9 31.4
tmax 2003-10 32.5
tmax 2003-11 32.7
tmax 2003-12 31.7
prec 2004-1 548.9
prec 2004-2 246.5
prec 2004-3 143
prec 2004-4 63
prec 2004-5 0
prec 2004-6 21.9
prec 2004-7 121
prec 2004-8 201.6
prec 2004-9 112.4
prec 2004-10 36.8
prec 2004-11 130.2
prec 2004-12 257.4
tmin 2004-1 22.8
tmin 2004-2 22
tmin 2004-3 22.4
tmin 2004-4 21.4
tmin 2004-5 18.9
tmin 2004-6 17.5
tmin 2004-7 17.5
tmin 2004-8 18.6
tmin 2004-9 19.4
tmin 2004-10 23.1
tmin 2004-11 23.9
tmin 2004-12 22.6
tmax 2004-1 31.3
tmax 2004-2 31.1
tmax 2004-3 32.4
tmax 2004-4 32.2
tmax 2004-5 29.3
tmax 2004-6 28.5
tmax 2004-7 28.1
tmax 2004-8 31.2
tmax 2004-9 32.7
tmax 2004-10 33
tmax 2004-11 32.6
tmax 2004-12 32.8
prec 2005-1 234.3
prec 2005-2 253
prec 2005-3 104.3
prec 2005-4 183.7
prec 2005-5 113
prec 2005-6 30.7
prec 2005-7 54
prec 2005-8 92.6
prec 2005-9 106.7
prec 2005-10 254.7
prec 2005-11 185
prec 2005-12 244.8
tmin 2005-1 22.1
tmin 2005-2 24.1
tmin 2005-3 22.2
tmin 2005-4 22.1
tmin 2005-5 21.2
tmin 2005-6 18.4
tmin 2005-7 17.3
tmin 2005-8 17.4
tmin 2005-9 18.1
tmin 2005-10 19.9
tmin 2005-11 22.3
tmin 2005-12 21.8
tmax 2005-1 32
tmax 2005-2 30.5
tmax 2005-3 32
tmax 2005-4 31.8
tmax 2005-5 29.3
tmax 2005-6 29.5
tmax 2005-7 28.8
tmax 2005-8 31.4
tmax 2005-9 30.4
tmax 2005-10 31.2
tmax 2005-11 31.8
tmax 2005-12 29.7
prec 2006-1 316
prec 2006-2 253
prec 2006-3 183.4
prec 2006-4 100.2
prec 2006-5 105.6
prec 2006-6 118.2
prec 2006-7 34.1
prec 2006-8 96.9
prec 2006-9 129.3
prec 2006-10 218.2
prec 2006-11 215.8
prec 2006-12 345.5
tmin 2006-1 23.8
tmin 2006-2 23.8
tmin 2006-3 22.2
tmin 2006-4 20.7
tmin 2006-5 20.9
tmin 2006-6 17.6
tmin 2006-7 17
tmin 2006-8 17
tmin 2006-9 17.8
tmin 2006-10 19.4
tmin 2006-11 21.3
tmin 2006-12 22.4
tmax 2006-1 31.1
tmax 2006-2 30.6
tmax 2006-3 32.3
tmax 2006-4 31.8
tmax 2006-5 30.2
tmax 2006-6 29.1
tmax 2006-7 30.9
tmax 2006-8 29.2
tmax 2006-9 31.8
tmax 2006-10 30.1
tmax 2006-11 31.9
tmax 2006-12 31.6
prec 2007-1 374.1
prec 2007-2 300.8
prec 2007-3 347.9
prec 2007-4 216.9
prec 2007-5 121.6
prec 2007-6 0.4
prec 2007-7 85.5
prec 2007-8 2.9
prec 2007-9 15.2
prec 2007-10 162.3
prec 2007-11 185
prec 2007-12 338.3
tmin 2007-1 21.8
tmin 2007-2 22.9
tmin 2007-3 22.1
tmin 2007-4 21.2
tmin 2007-5 17
tmin 2007-6 17.4
tmin 2007-7 16.3
tmin 2007-8 15.5
tmin 2007-9 18.9
tmin 2007-10 20.5
tmin 2007-11 22.9
tmin 2007-12 21.8
tmax 2007-1 30.8
tmax 2007-2 31.5
tmax 2007-3 31.1
tmax 2007-4 31.6
tmax 2007-5 27.6
tmax 2007-6 29.7
tmax 2007-7 29
tmax 2007-8 30
tmax 2007-9 33.6
tmax 2007-10 32.8
tmax 2007-11 31.6
tmax 2007-12 30.8
prec 2008-1 408.7
prec 2008-2 350.7
prec 2008-3 277.6
prec 2008-4 126.9
prec 2008-5 39.6
prec 2008-6 23.1
prec 2008-7 45.7
prec 2008-8 63.4
prec 2008-9 47.4
prec 2008-10 136
prec 2008-11 185
prec 2008-12 212.8
tmin 2008-1 22
tmin 2008-2 22
tmin 2008-3 21.7
tmin 2008-4 19.9
tmin 2008-5 16.4
tmin 2008-6 14.9
tmin 2008-7 16.4
tmin 2008-8 17.7
tmin 2008-9 17.7
tmin 2008-10 22.5
tmin 2008-11 22.8
tmin 2008-12 23.1
tmax 2008-1 29.8
tmax 2008-2 30.9
tmax 2008-3 30.3
tmax 2008-4 30.1
tmax 2008-5 28.6
tmax 2008-6 27.7
tmax 2008-7 31.1
tmax 2008-8 31.8
tmax 2008-9 32.2
tmax 2008-10 32.8
tmax 2008-11 32.8
tmax 2008-12 31.4
prec 2009-1 238.8
prec 2009-2 286.8
prec 2009-3 402.3
prec 2009-4 233.5
prec 2009-5 42.1
prec 2009-6 92.8
prec 2009-7 128.8
prec 2009-8 22.9
prec 2009-9 82.9
prec 2009-10 100.3
prec 2009-11 180
prec 2009-12 335.5
tmin 2009-1 21.7
tmin 2009-2 23.9
tmin 2009-3 23.2
tmin 2009-4 21.2
tmin 2009-5 19.2
tmin 2009-6 16.7
tmin 2009-7 17.5
tmin 2009-8 17.1
tmin 2009-9 18.5
tmin 2009-10 20.4
tmin 2009-11 22.6
tmin 2009-12 22.8
tmax 2009-1 30.9
tmax 2009-2 30.7
tmax 2009-3 30.9
tmax 2009-4 30.8
tmax 2009-5 29.1
tmax 2009-6 27.5
tmax 2009-7 28.8
tmax 2009-8 31.1
tmax 2009-9 31.7
tmax 2009-10 33.2
tmax 2009-11 32.8
tmax 2009-12 31.1
prec 2010-1 390.6
prec 2010-2 288.6
prec 2010-3 232.3
prec 2010-4 43.4
prec 2010-5 72.3
prec 2010-6 3
prec 2010-7 107.8
prec 2010-8 53.8
prec 2010-9 38.3
prec 2010-10 162.3
prec 2010-11 97.4
prec 2010-12 303.9
tmin 2010-1 22.8
tmin 2010-2 23.8
tmin 2010-3 23.6
tmin 2010-4 20.9
tmin 2010-5 18
tmin 2010-6 17.5
tmin 2010-7 16.3
tmin 2010-8 16.4
tmin 2010-9 19.9
tmin 2010-10 20.6
tmin 2010-11 20.5
tmin 2010-12 22.2
tmax 2010-1 30.7
tmax 2010-2 31.5
tmax 2010-3 31.8
tmax 2010-4 32.2
tmax 2010-5 28.7
tmax 2010-6 30.5
tmax 2010-7 28.8
tmax 2010-8 31.2
tmax 2010-9 33
tmax 2010-10 32.5
tmax 2010-11 32.5
tmax 2010-12 32.6
prec 2011-1 373.7
prec 2011-2 384.4
prec 2011-3 164.9
prec 2011-4 135.9
prec 2011-5 33
prec 2011-6 65
prec 2011-7 49.4
prec 2011-8 16
prec 2011-9 35.1
prec 2011-10 133.2
prec 2011-11 142
prec 2011-12 283.9
tmin 2011-1 22.9
tmin 2011-2 22.4
tmin 2011-3 22.3
tmin 2011-4 21.1
tmin 2011-5 18
tmin 2011-6 19.8
tmin 2011-7 18.5
tmin 2011-8 17.7
tmin 2011-9 18.9
tmin 2011-10 20.7
tmin 2011-11 22.7
tmin 2011-12 22.5
tmax 2011-1 30.9
tmax 2011-2 29.8
tmax 2011-3 30.5
tmax 2011-4 31.8
tmax 2011-5 29.4
tmax 2011-6 29.2
tmax 2011-7 29.4
tmax 2011-8 30
tmax 2011-9 34
tmax 2011-10 32.5
tmax 2011-11 31.8
tmax 2011-12 31.8
prec 2012-1 302.2
prec 2012-2 380.4
prec 2012-3 161.7
prec 2012-4 123.3
prec 2012-5 151
prec 2012-6 131.4
prec 2012-7 26.9
prec 2012-8 27.9
prec 2012-9 59.3
prec 2012-10 77
prec 2012-11 263
prec 2012-12 321.1
tmin 2012-1 22.4
tmin 2012-2 22.7
tmin 2012-3 21.8
tmin 2012-4 21.3
tmin 2012-5 18.6
tmin 2012-6 17.5
tmin 2012-7 16.3
tmin 2012-8 17.1
tmin 2012-9 19.6
tmin 2012-10 21.4
tmin 2012-11 22.5
tmin 2012-12 22.7
tmax 2012-1 30.8
tmax 2012-2 29.7
tmax 2012-3 30.7
tmax 2012-4 31.1
tmax 2012-5 29.1
tmax 2012-6 28.4
tmax 2012-7 29.5
tmax 2012-8 31.2
tmax 2012-9 33.8
tmax 2012-10 33.7
tmax 2012-11 32
tmax 2012-12 31.5
prec 2013-1 196.8
prec 2013-2 227.3
prec 2013-3 210
prec 2013-4 211.9
prec 2013-5 109.7
prec 2013-6 217.2
prec 2013-7 11.1
prec 2013-8 57.7
prec 2013-9 79.4
prec 2013-10 165.7
prec 2013-11 212.5
prec 2013-12 335.5
tmin 2013-1 22.5
tmin 2013-2 22.8
tmin 2013-3 22.2
tmin 2013-4 20
tmin 2013-5 18.6
tmin 2013-6 18.4
tmin 2013-7 17.3
tmin 2013-8 15.6
tmin 2013-9 18.6
tmin 2013-10 21
tmin 2013-11 21.6
tmin 2013-12 22.7
tmax 2013-1 31.7
tmax 2013-2 31.2
tmax 2013-3 31.2
tmax 2013-4 30.7
tmax 2013-5 29.4
tmax 2013-6 28
tmax 2013-7 29.3
tmax 2013-8 29.7
tmax 2013-9 31.8
tmax 2013-10 31
tmax 2013-11 31.6
tmax 2013-12 31.5
prec 2014-1 631.8
prec 2014-2 410.7
prec 2014-3 348.5
prec 2014-4 75.7
prec 2014-5 118
prec 2014-6 65
prec 2014-7 66.9
prec 2014-8 55
prec 2014-9 84
prec 2014-10 22.4
prec 2014-11 185
prec 2014-12 272
tmin 2014-1 22.2
tmin 2014-2 22.3
tmin 2014-3 22.4
tmin 2014-4 21.7
tmin 2014-5 19.4
tmin 2014-6 20
tmin 2014-7 17.2
tmin 2014-8 19.2
tmin 2014-9 21.1
tmin 2014-10 21.8
tmin 2014-11 23.6
tmin 2014-12 24
tmax 2014-1 29.6
tmax 2014-2 29.9
tmax 2014-3 30.6
tmax 2014-4 31.4
tmax 2014-5 28.8
tmax 2014-6 29.1
tmax 2014-7 29
tmax 2014-8 31.4
tmax 2014-9 34.2
tmax 2014-10 34.1
tmax 2014-11 32.9
tmax 2014-12 31.3
prec 2015-1 316
prec 2015-2 280.5
prec 2015-3 229
prec 2015-4 130
prec 2015-5 233.5
prec 2015-6 33.4
prec 2015-7 54
prec 2015-8 53.4
prec 2015-9 84
prec 2015-10 131.5
prec 2015-11 183.3
prec 2015-12 173.1
tmin 2015-1 23.5
tmin 2015-2 22.5
tmin 2015-3 23.9
tmin 2015-4 22.4
tmin 2015-5 19.4
tmin 2015-6 18.2
tmin 2015-7 18.2
tmin 2015-8 18.7
tmin 2015-9 22.2
tmin 2015-10 21.1
tmin 2015-11 22
tmin 2015-12 22
tmax 2015-1 30.5
tmax 2015-2 31
tmax 2015-3 31.2
tmax 2015-4 32.2
tmax 2015-5 28.8
tmax 2015-6 29.6
tmax 2015-7 29.8
tmax 2015-8 31.5
tmax 2015-9 33.7
tmax 2015-10 32.8
tmax 2015-11 32.6
tmax 2015-12 33.9
