var date value
prec 1998-9 16.7
prec 1998-10 25.9
prec 1998-11 189.2
prec 1998-12 289.1
tmin 1998-1 22.8
tmin 1998-2 23.3
tmin 1998-3 23
tmin 1998-4 23.8
tmin 1998-5 23.5
tmin 1998-6 22.5
tmin 1998-7 22.1
tmin 1998-8 22.3
tmin 1998-9 23.1
tmin 1998-10 23.1
tmin 1998-11 22.6
tmin 1998-12 22.7
tmax 1998-1 31.7
tmax 1998-2 31.9
tmax 1998-3 31.5
tmax 1998-4 32.4
tmax 1998-5 32.6
tmax 1998-6 32.7
tmax 1998-7 33.3
tmax 1998-8 33.9
tmax 1998-9 34.2
tmax 1998-10 33.8
tmax 1998-11 32.5
tmax 1998-12 32.3
prec 1999-1 250.5
prec 1999-2 297.6
prec 1999-3 328.2
prec 1999-4 317.1
prec 1999-5 222.8
prec 1999-6 94.5
prec 1999-7 36.9
prec 1999-8 33.9
prec 1999-9 39.3
prec 1999-10 50.6
prec 1999-11 43.9
prec 1999-12 301.8
tmin 1999-1 22.2
tmin 1999-2 22.7
tmin 1999-3 22.3
tmin 1999-4 22.3
tmin 1999-5 22.1
tmin 1999-6 21.8
tmin 1999-7 21.3
tmin 1999-8 21.9
tmin 1999-9 22.3
tmin 1999-10 22.6
tmin 1999-11 22.7
tmin 1999-12 22.5
tmax 1999-1 31.1
tmax 1999-2 31.3
tmax 1999-3 30.8
tmax 1999-4 30.9
tmax 1999-5 31.2
tmax 1999-6 32
tmax 1999-7 32.5
tmax 1999-8 33.5
tmax 1999-9 33.4
tmax 1999-10 33.3
tmax 1999-11 32.6
tmax 1999-12 32.1
prec 2000-1 324.7
prec 2000-2 299.9
prec 2000-3 338.3
prec 2000-4 389
prec 2000-5 252.3
prec 2000-6 91.8
prec 2000-7 96.7
prec 2000-8 34.2
prec 2000-9 51.6
prec 2000-10 72.8
prec 2000-11 70.5
prec 2000-12 195.1
tmin 2000-1 22.1
tmin 2000-2 21.8
tmin 2000-3 22.3
tmin 2000-4 22.1
tmin 2000-5 22.6
tmin 2000-6 21.9
tmin 2000-7 21.3
tmin 2000-8 21.9
tmin 2000-9 21.8
tmin 2000-10 22.4
tmin 2000-11 22.3
tmin 2000-12 22.2
tmax 2000-1 31
tmax 2000-2 30.4
tmax 2000-3 30.8
tmax 2000-4 30.7
tmax 2000-5 31.7
tmax 2000-6 32.1
tmax 2000-7 32.5
tmax 2000-8 33.5
tmax 2000-9 32.9
tmax 2000-10 33.1
tmax 2000-11 32.2
tmax 2000-12 31.8
