var date value
tmax 1993-9 30.6
tmax 1993-10 31
tmax 1993-11 32.3
tmax 1993-12 33.1
prec 1994-1 139.7
prec 1994-2 160.9
prec 1994-3 44.2
prec 1994-4 27.9
prec 1994-5 28.7
prec 1994-6 13.4
prec 1994-7 2.3
prec 1994-8 4.1
prec 1994-9 16.2
prec 1994-10 69
prec 1994-11 103.9
prec 1994-12 180.5
tmin 1994-1 20
tmin 1994-2 19.7
tmin 1994-3 16.7
tmin 1994-4 15.6
tmin 1994-5 14.3
tmin 1994-6 10.7
tmin 1994-7 8.7
tmin 1994-8 11.5
tmin 1994-9 15.7
tmin 1994-10 18.6
tmin 1994-11 19
tmin 1994-12 19.7
tmax 1994-1 32.2
tmax 1994-2 30.8
tmax 1994-3 29.7
tmax 1994-4 27.3
tmax 1994-5 28.1
tmax 1994-6 26.5
tmax 1994-7 26
tmax 1994-8 28.7
tmax 1994-9 32.1
tmax 1994-10 31.7
tmax 1994-11 32
tmax 1994-12 33.9
prec 1995-1 141.2
prec 1995-2 114.3
prec 1995-3 160
prec 1995-4 4
prec 1995-5 24.6
prec 1995-6 19.8
prec 1995-7 1.1
prec 1995-8 2.5
prec 1995-9 14.6
prec 1995-10 18.3
prec 1995-11 64.7
prec 1995-12 72.3
tmin 1995-1 20.8
tmin 1995-2 18.4
tmin 1995-3 18.2
tmin 1995-4 13.8
tmin 1995-5 12.4
tmin 1995-6 9.2
tmin 1995-7 9.3
tmin 1995-8 10.3
tmin 1995-9 15.1
tmin 1995-10 17.3
tmin 1995-11 19.6
tmin 1995-12 19.3
tmax 1995-1 31.6
tmax 1995-2 29.8
tmax 1995-3 28.8
tmax 1995-4 28.3
tmax 1995-5 25.9
tmax 1995-6 24.9
tmax 1995-7 25.5
tmax 1995-8 26.8
tmax 1995-9 30.7
tmax 1995-10 32.2
tmax 1995-11 33.3
tmax 1995-12 34
prec 1996-1 164.2
prec 1996-2 130.9
prec 1996-3 88.8
prec 1996-4 75.4
prec 1996-5 67.7
prec 1996-6 19.7
prec 1996-7 0
prec 1996-8 7.2
prec 1996-9 5.2
prec 1996-10 47.8
prec 1996-11 75.2
prec 1996-12 196.1
tmin 1996-1 19.8
tmin 1996-2 18.9
tmin 1996-3 17.6
tmin 1996-4 16.1
tmin 1996-5 13.6
tmin 1996-6 8.3
tmin 1996-7 7.5
tmin 1996-8 10.2
tmin 1996-9 12.8
tmin 1996-10 17.7
tmin 1996-11 18.3
tmin 1996-12 18.5
tmax 1996-1 31.3
tmax 1996-2 30.4
tmax 1996-3 29.5
tmax 1996-4 27.6
tmax 1996-5 25.1
tmax 1996-6 21.5
tmax 1996-7 25.6
tmax 1996-8 28.2
tmax 1996-9 28.3
tmax 1996-10 32
tmax 1996-11 31.1
tmax 1996-12 30.6
prec 1997-1 132.4
prec 1997-2 200.4
prec 1997-3 132.2
prec 1997-4 57.6
prec 1997-5 54.8
prec 1997-6 3.7
prec 1997-7 1.6
prec 1997-8 2.3
prec 1997-9 15.2
prec 1997-10 21.2
prec 1997-11 62
prec 1997-12 69.6
tmin 1997-1 19.6
tmin 1997-2 18.9
tmin 1997-3 17.1
tmin 1997-4 13.7
tmin 1997-5 12.7
tmin 1997-6 9.1
tmin 1997-7 10.8
tmin 1997-8 10
tmin 1997-9 15.8
tmin 1997-10 18.4
tmin 1997-11 18.8
tmin 1997-12 20.7
tmax 1997-1 31.7
tmax 1997-2 29.5
tmax 1997-3 28.9
tmax 1997-4 28.6
tmax 1997-5 26
tmax 1997-6 24.5
tmax 1997-7 26.9
tmax 1997-8 25.6
tmax 1997-9 31.1
tmax 1997-10 32.7
tmax 1997-11 31.2
tmax 1997-12 33.2
prec 1998-1 109
prec 1998-2 81.2
prec 1998-3 79.5
prec 1998-4 86.8
prec 1998-5 13.3
prec 1998-6 22.8
prec 1998-7 7.4
prec 1998-8 13.7
prec 1998-9 1.9
prec 1998-10 42.2
prec 1998-11 99.3
prec 1998-12 94.7
tmin 1998-1 20.1
tmin 1998-2 20
tmin 1998-3 17.5
tmin 1998-4 16.2
tmin 1998-5 11.7
tmin 1998-6 10.8
tmin 1998-7 10
tmin 1998-8 11
tmin 1998-9 13.8
tmin 1998-10 17
tmin 1998-11 17.5
tmin 1998-12 18.6
tmax 1998-1 32.1
tmax 1998-2 30
tmax 1998-3 28.1
tmax 1998-4 26.2
tmax 1998-5 25.7
tmax 1998-6 24.9
tmax 1998-7 25.1
tmax 1998-8 26.2
tmax 1998-9 29.8
tmax 1998-10 32.2
tmax 1998-11 30
tmax 1998-12 33.1
prec 1999-1 191.5
prec 1999-2 147.7
prec 1999-3 304.5
prec 1999-4 55.9
prec 1999-5 32.3
prec 1999-6 44.5
prec 1999-7 13.7
prec 1999-8 0.2
prec 1999-9 13.6
prec 1999-10 58.5
prec 1999-11 36
prec 1999-12 71.7
tmin 1999-1 19
tmin 1999-2 20
tmin 1999-3 18.9
tmin 1999-4 14.4
tmin 1999-5 13.6
tmin 1999-6 9.5
tmin 1999-7 8.4
tmin 1999-8 9.4
tmin 1999-9 15.8
tmin 1999-10 16
tmin 1999-11 16.1
tmin 1999-12 18.3
tmax 1999-1 30.7
tmax 1999-2 31.3
tmax 1999-3 28.2
tmax 1999-4 25.5
tmax 1999-5 23.5
tmax 1999-6 22.2
tmax 1999-7 22.8
tmax 1999-8 27.9
tmax 1999-9 32.4
tmax 1999-10 29.6
tmax 1999-11 29.6
tmax 1999-12 31.8
prec 2000-1 164.7
prec 2000-2 129.4
prec 2000-3 230.1
prec 2000-4 75.2
prec 2000-5 18.4
prec 2000-6 29
prec 2000-7 5.1
prec 2000-8 0.7
prec 2000-9 0
prec 2000-10 47.9
prec 2000-11 104.4
prec 2000-12 141.4
tmin 2000-1 20.6
tmin 2000-2 19.9
tmin 2000-3 18.5
tmin 2000-4 16.9
tmin 2000-5 12.8
tmin 2000-6 8.4
tmin 2000-7 6.3
tmin 2000-8 11.4
tmin 2000-9 13.3
tmin 2000-10 17.1
tmin 2000-11 17.9
tmin 2000-12 18.8
tmax 2000-1 31.4
tmax 2000-2 31.2
tmax 2000-3 27.8
tmax 2000-4 27.6
tmax 2000-5 23.8
tmax 2000-6 23.1
tmax 2000-7 22.9
tmax 2000-8 28.2
tmax 2000-9 30.5
tmax 2000-10 30.9
tmax 2000-11 30.3
tmax 2000-12 32.3
